GeneID	fed	fed	fed	fed	starved	starved	starved	starved
bt	474	176	983	296	1157	642	990	2723
BTBD9	174	410	157	211	265	284	206	172
BtbVII	253	924	292	1151	423	335	652	455
btd	13	6	16	3	12	70	6	35
BthD	13	1	15	15	2	15	23	11
Btk29A	757	702	539	1080	438	1317	422	758
btl	62	14	33	55	35	118	36	137
btn	5	0	0	0	0	3	0	7
Btnd	8	2	28	2	6	11	1	25
btsz	504	1103	627	538	293	1113	375	1679
btv	221	15	161	10	133	303	17	343
btz	37	190	33	265	126	76	89	105
Bub1	238	602	101	329	557	203	266	125
Bub3	17	180	30	43	39	23	98	50
BubR1	88	2	34	60	21	90	6	204
Buffy	35	8	102	92	7	29	13	48
bug	370	434	48	365	380	87	188	62
Bug22	15	97	16	22	64	58	56	86
BuGZ	428	1977	235	2163	966	473	1073	1177
bun	8429	31172	6312	32305	20018	6680	13197	6053
bur	186	1265	36	1142	243	177	236	95
Burs	2	0	11	0	3	8	0	3
bves	266	1552	359	1219	610	2808	684	462
bw	515	378	80	187	109	94	142	181
bwa	41	857	117	962	376	127	247	389
Bx	1773	3257	1205	3281	1104	1729	932	1680
Bx42	564	1257	292	3468	883	368	498	594
bxd	148	9	229	24	61	426	8	359
by	30	1381	214	842	84	127	40	80
byn	14	0	25	3	11	25	42	60
bys	184	767	190	983	124	194	678	220
c-cup	1	0	4	0	2	14	0	11
c(2)M	20	6	103	29	104	151	5	118
c(3)G	334	46	14	1	23	18	3	27
c11.1	145	615	235	377	184	199	395	196
c12.1	157	1131	86	387	333	101	162	370
c12.2	114	657	65	369	168	100	51	242
C15	66	3	52	4	31	131	5	163
C1GalTA	476	1840	173	933	999	456	356	736
C3G	1004	3231	864	2757	1569	1125	2033	4636
C901	13	7	9	8	6	27	5	29
ca	185	178	81	183	221	102	63	277
Ca-alpha1D	528	2406	522	1883	1669	1571	1327	823
Ca-alpha1T	1894	8412	1696	3347	6032	4705	5120	2609
Ca-beta	721	1549	688	1083	539	839	992	978
CaBP1	466	2962	166	2669	458	266	758	498
cac	4648	23798	4212	14720	16498	7155	16910	3668
cact	977	3377	900	2875	1241	491	2299	1087
cactin	91	445	60	109	323	159	0	110
cad	49	51	141	7	19	110	22	256
Cad74A	53	8	84	2	33	109	3	252
Cad86C	174	63	188	37	57	460	11	346
Cad87A	425	282	422	497	560	1131	584	1138
Cad88C	82	6	65	7	34	218	58	189
Cad89D	79	25	66	16	56	103	21	233
Cad96Ca	145	23	100	105	18	96	144	146
Cad96Cb	35	1	39	5	20	75	2	204
Cad99C	82	9	77	42	75	245	37	318
CadN	1508	3641	1101	4498	4735	6033	4301	3737
CadN2	777	379	1098	769	670	2047	506	1178
Cadps	1764	4124	1270	4473	3567	2030	4566	1454
Caf1-105	88	63	46	1	11	19	3	48
Caf1-180	35	48	19	43	7	26	8	108
Caf1-55	42	896	39	859	85	63	218	27
cag	11	38	22	38	42	87	2	32
CAH1	8	32	45	1	10	83	2	90
CAH2	56	653	157	1182	1589	67	1173	97
CAHbeta	31	616	24	350	154	62	71	42
caix	8	36	16	1	53	18	0	43
cal1	86	35	117	87	94	78	29	228
CalpA	416	895	199	1453	1058	358	1092	336
CalpB	77	453	25	434	202	101	245	128
CalpC	25	3	22	0	1	18	5	34
Calr	4021	16038	1615	13707	3252	2123	3163	2041
Cals	2515	8460	1142	7666	3699	1231	3714	1809
Calx	361	759	442	910	520	903	500	909
calypso	10	56	199	155	226	29	221	310
Cam	35340	106641	29340	106135	75098	27286	74239	24118
CaMKI	1203	7485	627	6345	2743	1274	2524	1206
CaMKII	1591	5670	1392	4317	6141	2911	4009	271888
Camta	253	1092	361	840	409	1159	1414	958
can	25	0	11	1	4	29	1	34
cana	229	299	139	336	253	176	219	299
CanA-14F	2130	9913	2430	7516	5691	2212	4661	2451
CanA1	53	4	58	3	85	153	4	186
CanB	2186	6613	1806	5484	3541	1038	3784	1471
CanB2	494	1612	155	2229	933	350	1150	179
Cand1	50	297	91	309	37	137	95	143
CAP	722	1383	527	1230	962	567	971	754
Cap-D2	38	45	113	2	13	57	7	98
Cap-D3	60	199	288	521	529	103	86	16374
Cap-G	152	1063	94	918	117	103	251	689
Cap-H2	168	242	97	233	229	217	326	96
Capa	6	1	12	121	20	47	1	6
CapaR	11	4	23	7	11	84	23	81
Caper	1404	8164	779	4869	3395	1486	4899	1286
Capr	489	2012	322	1469	955	281	797	1032
caps	1021	2160	713	1284	810	1073	1174	1732
capt	165	354	114	320	270	249	118	170
capu	373	602	195	682	457	472	417	686
car	252	625	461	691	759	156	789	421
CarT	31	97	30	447	9	29	7	124
cas	50	23	14	11	10	969	1	66
Cas	291	325	81	268	305	46	158	206
CASK	6878	12037	3659	16016	15006	6025	9873	4390
casp	184	524	129	361	219	65	236	155
Cat	1662	7347	1772	8818	2430	550	1982	597
cathD	476	3301	536	3155	1039	224	760	350
cato	2069	1	9	1	3	4	0	36
Catsup	89	699	70	866	75	87	47	126
caup	56	4	54	2	249	76	8	741
cav	17	1	9	151	102	52	45	25
caz	380	1862	252	948	1145	243	743	483
cbc	98	248	56	45	28	27	119	82
Cbl	770	2019	643	3003	1061	725	1315	424
CBP	53	20	15	11	103	39	116	33
Cbp20	45	489	36	120	238	53	274	12
Cbp53E	635	3094	1555	8850	5171	2757	7736	1538
Cbp80	105	523	499	492	821	184	260	166
cbs	263	690	92	963	442	93	139	139
Cbs	262	1537	132	1283	818	391	900	418
cbt	84	1803	417	1954	1206	518	1734	353
cbx	100	1350	103	961	394	162	495	206
Cby	2	0	2	1	3	3	0	13
CCAP	20	54	117	217	19	15	8	48
CCAP-R	137	336	184	50	252	902	146	463
CCDC151	17	1	11	0	3	11	0	10
CCDC53	6	78	11	101	53	17	43	18
Ccdc56	129	649	50	575	165	103	217	171
CCHa1	13	0	25	1	0	32	1	65
CCHa1-R	62	92	84	15	238	296	426	201
CCHa2	150	13207	208	10902	1218	88	1006	470
CCHa2-R	64	269	127	39	196	267	51	393
Cchl	414	3289	115	1670	1784	721	1056	931
CCKLR-17D1	190	239	102	293	144	396	222	301
CCKLR-17D3	137	250	71	242	275	326	196	226
Ccm3	674	1566	179	1413	977	225	628	157
Ccn	359	1118	571	1028	282	1171	388	639
Ccp84Aa	5	0	3	0	2	3	0	28
Ccp84Ab	2	0	4	0	5	51	34	8
Ccp84Ac	10	1	35	0	2	161	0	79
Ccp84Ad	0	1	2	0	4	5	18	6
Ccp84Ae	4	0	6	0	0	4	0	43
Ccp84Af	3	0	2	0	1	7	1	10
Ccp84Ag	5	0	9	1	4	14	0	34
Ccs	25	953	218	362	155	24	74	76
Cct1	1191	4512	671	5375	3866	806	2542	1299
Cct2	29	902	310	783	104	21	140	283
Cct5	183	1123	142	363	455	342	264	308
Cctgamma	322	3063	174	1682	788	161	688	23073
CCY	550	1424	93	189	641	162	777	258
Ccz1	18	88	22	56	66	15	17	19
cd	37	9	15	2	8	42	2	67
CD98hc	636	2558	274	2864	1154	409	1252	706
Cda4	378	292	568	229	524	1082	525	2868
Cda5	202	1006	287	450	777	531	666	265
Cda9	16	4	20	34	77	34	17	60
CDase	69	674	211	653	62	61	17	419
cdc14	204	351	145	625	211	197	143	218
Cdc16	24	175	38	119	20	41	67	80
Cdc23	10	57	13	14	33	70	46	32
Cdc27	193	1032	206	849	356	271	42	494
Cdc2rk	13	161	55	49	191	77	117	115
Cdc37	28	148	18	316	53	106	3	56
Cdc42	303	2253	290	895	716	386	552	226
CDC45L	26	136	21	55	10	37	35	86
Cdc5	84	41	41	283	68	73	83	162
Cdc6	30	196	13	3	224	23	4	86
Cdc7	248	812	41	802	283	249	564	110
Cdep	1076	3210	809	2555	2929	1022	1933	1544
CdGAPr	155	265	201	153	501	328	262	311
cdi	442	507	524	485	287	599	440	657
cDIP	78	711	27	372	1217	13	877	208
Cdk1	6	0	18	4	7	7	0	7
Cdk12	104	413	106	193	291	243	106	1379
Cdk2	35	37	13	62	139	141	65	27
CDK2AP1	54	924	66	1156	149	55	109	63
Cdk4	20	11	17	58	23	451	64	75
Cdk5	104	389	32	355	97	71	173	63
Cdk5alpha	502	1753	642	1455	1569	863	1128	284
Cdk7	22	782	27	226	260	54	113	33
Cdk8	5	7	7	67	3	17	0	24
Cdk9	102	168	61	157	33	29	215	43
Cdlc2	2	1	14	3	4	37	0	8
cdm	65	56	102	52	44	63	21	37
CdsA	708	1663	308	909	984	469	891	363
CecA1	37	3534	9	3430	42	20	8	108
CecA2	4	515	3	443	2	6	0	54
CecB	13	533	4	341	0	8	0	74
CecC	10	1080	4	852	2	9	1	40
Ced-12	373	41	273	244	220	98	37	144
ced-6	620	6629	640	5406	1410	614	853	544
Cen	101	201	56	282	259	85	167	129
CenB1A	123	281	31	43	216	139	33	139
CenG1A	497	784	839	396	916	1179	556	1562
Cenp-C	72	3	62	146	189	44	2	131
Cep135	85	80	58	41	92	121	20	163
cep290	59	2	61	2	15	91	27	166
Cep89	13	1	4	0	10	22	3	15
Cep97	116	279	68	237	112	59	74	48
cer	166	3057	254	2223	648	73	374	374
Cerk	285	1153	550	1596	1421	317	799	602
cert	303	589	301	724	360	225	77	292
cerv	30	197	23	147	316	102	56	34
Cf2	406	2744	677	1862	1050	778	618	366
Cfp1	45	249	66	340	106	203	52	83
cg	697	2697	286	1375	1572	503	1171	644
CG10000	34	92	26	70	34	49	14	214
CG10005	9	2	40	5	4	118	3	163
CG10011	448	1679	200	1588	921	1363	1370	1991
CG10013	14	28	7	0	9	20	1	38
CG10014	18	0	11	1	5	11	1	43
CG10019	169	312	619	865	139	502	213	435
CG10026	84	348	25	239	33	44	1	46
CG10029	11	2	17	1	1	27	0	47
CG10031	17	2143	100	3084	260	22	119	192
CG10035	9	100	5	2	5	25	1	14
CG10038	21	345	13	496	59	42	134	83
CG10041	7	1	5	0	1	12	1	9
CG10050	9	8	19	12	21	36	15	77
CG10051	50	4	21	2	5	30	4	43
CG10053	47	65	64	37	1	23	0	75
CG10055	61	338	26	324	68	49	70	647
CG10062	46	0	45	4	11	72	2	68
CG10063	2	1	2	1	2	10	0	5
CG10064	30	3	35	25	10	26	1	39
CG10068	21	268	11	414	24	17	91	202
CG10073	14	9	14	26	10	65	4	109
CG10075	4	8	15	46	25	9	10	120
CG10077	4227	24162	3995	13247	17210	6280	16770	3421
CG10081	35	12	27	14	17	52	4	90
CG10082	431	3675	548	3255	3005	819	2157	876
CG10086	27	2	43	1	134	48	88	21
CG10089	101	236	122	420	507	272	522	491
CG10096	70	1	83	31	53	132	14	113
CG10098	79	201	54	135	116	23	71	49
CG10103	119	386	124	406	436	114	208	248
CG10104	6	0	20	0	6	10	0	17
CG10116	25	21	3	0	6	8	0	6
CG10126	150	248	124	190	98	66	4	204
CG10131	233	608	215	431	66	10	25	100
CG10132	204	661	246	593	356	386	507	250
CG10133	30	101	24	2	27	39	52	8
CG10137	65	612	360	379	325	309	364	173
CG10139	159	251	45	158	376	116	275	210
CG10140	12	0	18	0	5	17	0	38
CG10147	57	41	26	61	51	39	68	28
CG10151	78	460	20	183	225	59	303	216
CG10154	15	1	8	0	7	18	2	40
CG10163	5	1	17	0	4	14	3	17
CG10164	21	2	16	0	3	20	1	58
CG10165	16	1278	21	1013	121	35	68	48
CG10166	46	219	19	226	75	12	49	33
CG10168	17	1	17	0	0	26	1	39
CG10170	12	4	28	0	8	16	1	88
CG10171	86	222	21	407	36	30	4	99
CG10175	32	9	36	1	29	237	12	110
CG10177	16	0	40	0	8	24	1	29
CG10178	479	1296	226	1678	415	75	202	143
CG10182	16	2	20	0	4	82	3	48
CG10183	16	0	25	0	24	55	0	57
CG10184	44	1712	91	1763	212	59	55	51
CG10185	67	94	46	56	195	89	12	212
CG10188	620	1576	533	808	1141	619	738	554
CG10189	40	14	12	18	53	20	15	101
CG10194	50	131	8	92	207	11	52	47
CG10195	71	75	30	16	17	36	0	55
CG10202	13	0	20	1	3	18	4	50
CG10205	6	33	12	393	100	13	109	139
CG10208	27	503	59	322	266	15	92	50
CG10209	85	145	100	119	23	161	30	36
CG10211	72	6	84	9	56	356	15	261
CG10214	9	373	3	190	18	26	31	14
CG10217	58	648	130	221	335	52	69	177
CG10222	25	125	11	105	2	14	14	18
CG10226	273	331	640	661	43	80	5	406
CG10232	9	11	13	6	8	26	2	28
CG10237	111	1776	424	1013	24	264	135	232
CG1024	24	66	11	3	76	62	2	32
CG10252	5	185	14	82	0	22	3	65
CG10254	40	334	176	689	346	222	297	104
CG10257	10	227	12	54	137	40	157	116
CG10262	15	108	11	28	147	10	93	40
CG10264	7	0	7	3	6	5	1	17
CG10265	19	93	46	411	102	125	19	100
CG10268	156	146	422	329	114	27	162	127
CG10274	302	38	164	2	23	15	31	90
CG10280	10	0	16	0	9	27	0	30
CG10283	56	256	87	54	69	181	171	181
CG10286	69	143	92	113	88	84	43	71
CG10289	1889	6241	1431	5348	1854	1392	2505	1641
CG10298	6	0	6	0	3	8	0	8
CG10300	10	2	7	0	3	15	2	17
CG10301	11	17	13	0	1	24	1	19
CG10306	148	1406	91	1293	831	211	620	284
CG10307	21	72	6	108	69	17	2	62
CG10311	101	1127	132	902	296	207	807	253
CG10317	12	2	12	1	15	10	3	425
CG10321	115	843	231	739	694	139	103	421
CG10324	111	135	7	126	40	38	16	30
CG10326	356	970	216	514	625	202	790	426
CG10332	520	83138	449	97136	434	428	287	1543
CG10333	116	225	74	360	345	39	260	108
CG10336	66	2	4	3	42	101	28	54
CG10337	22	30	9	35	2	19	0	17
CG10338	102	320	106	427	122	47	299	175
CG10339	20	0	50	1	7	26	1	27
CG10340	3	18	5	18	8	7	2	14
CG10341	19	339	65	213	21	49	27	101
CG10343	33	594	35	375	166	82	23	56
CG10344	6	38	14	0	8	177	1	23
CG10345	52	108	61	117	78	121	51	125
CG10347	19	43	28	7	3	20	23	30
CG10348	142	109	79	56	255	438	23	368
CG10352	31	211	8	83	148	22	35	11
CG10353	121	557	123	723	312	272	381	635
CG10357	6	1	15	0	2	28	1	9
CG10359	26	237	219	88	64	39	84	31
CG10361	154	5955	121	2989	406	27	289	224
CG10362	222	801	126	589	810	99	400	185
CG10365	65	584	83	366	236	138	131	158
CG10366	905	3515	963	1334	1993	616	1023	915
CG10375	2	128	5	3	1	1	4	13
CG10376	219	1180	35	1035	338	486	54	301
CG10383	977	1018	889	892	5105	257	2946	2267
CG10384	620	1911	218	2818	2779	680	2304	1144
CG10395	30	201	17	78	21	87	89	61
CG10399	16	735	16	460	107	18	49	93
CG10405	6	54	8	3	5	14	2	202
CG10407	37	5	5	0	34	17	0	33
CG10413	744	2019	479	1053	776	939	549	603
CG10417	140	626	73	503	326	349	492	234
CG10418	153	466	61	298	197	89	144	233
CG10420	49	44	16	100	16	50	4	72
CG10424	100	998	27	814	329	19	238	95
CG10425	195	422	20	632	377	23	42	32
CG10428	201	487	149	288	190	145	377	69
CG10431	39	8	26	11	4	43	9	52
CG10433	907	17017	1024	14700	2339	389	1096	1542
CG10435	14	218	12	74	160	33	64	25
CG10444	79	524	128	684	271	119	246	124
CG10445	21	64	36	2	34	20	17	80
CG10462	172	802	58	234	171	188	69	228
CG10463	8	4	31	4	13	38	1	88
CG10465	104	682	42	335	348	97	245	321
CG10466	17	111	12	4	3	19	17	13
CG10469	147	939	28	626	418	87	142	100
CG10470	101	626	91	447	220	76	82	50
CG10472	4	88	13	23	137	44	46	136
CG10474	5	0	9	0	2	18	6	8
CG10476	1	0	3	0	5	6	0	13
CG10477	17	186	6	50	4	15	0	36
CG10479	42	329	111	516	19	196	4	170
CG10481	15	0	5	30	8	19	4	96
CG10483	37	256	81	471	638	236	478	50
CG10486	23	55	25	32	22	29	26	183
CG10492	114	365	59	45	249	118	140	282
CG10494	31	2	35	7	18	16	11	23
CG10495	11	144	22	230	101	68	111	47
CG10505	199	8	46	12	66	57	1	171
CG10508	805	2097	501	2193	771	583	1143	339
CG10510	16	1	15	0	1	207	0	13
CG10512	57	1327	67	1028	733	124	568	155
CG10513	25	293	10	241	4	17	14	43
CG10514	12	136	8	75	5	43	17	60
CG10516	70	1347	14	321	74	24	28	61
CG10527	367	1594	238	1496	574	71	736	292
CG10543	372	3311	787	1890	1053	1060	837	535
CG10550	1200	5089	699	3066	586	183	836	406
CG10553	69	280	41	43	6	16	1	30
CG10555	215	893	123	807	847	204	411	314
CG10559	11	50	12	4	1	23	3	27
CG10560	42	50	44	176	7	8	3	28
CG10561	71	332	95	460	173	185	217	86
CG10562	31	44	40	71	27	20	1	35
CG10565	29	217	48	169	143	95	166	140
CG10570	2122	13049	2743	16943	11907	384	4354	3364
CG10576	189	2385	209	2043	608	189	512	295
CG10581	42	109	5	79	120	4	198	9
CG10584	73	48	103	40	283	62	134	20
CG10585	27	525	278	675	295	317	989	516
CG10587	2	1	9	1	2	132	0	13
CG10588	29	14	34	2	5	53	0	93
CG10589	18	0	9	0	2	37	0	20
CG10591	15	0	1039	2	1	14	1	12
CG10592	16	4	13	5	8	24	10	27
CG10597	14	2	4	2	67	4	4	13
CG10598	9	5	21	3	161	47	74	47
CG10600	218	1212	229	739	774	406	459	300
CG10602	256	1392	455	766	582	201	447	347
CG10616	64	826	46	133	193	237	297	64
CG10621	208	31241	160	22054	3316	257	1442	1079
CG10623	22	1000	150	1095	734	69	274	209
CG10628	172	24	20	190	331	79	4	15
CG10631	269	692	212	470	541	495	318	326
CG10638	134	549	67	541	354	126	114	104
CG10639	655	2221	221	998	554	131	555	348
CG10646	28	13	6	20	4	8	19	7
CG10650	12	44	15	38	44	80	1	48
CG10651	5	0	19	0	1	25	0	9
CG10654	89	187	37	190	71	66	31	81
CG10657	7	2	16	0	4	19	2	40
CG10659	7	228	11	0	329	13	0	95
CG10660	38	614	128	371	72	193	72	188
CG10663	120	1	79	46	21	82	11	107
CG10669	16	241	40	98	39	99	3	57
CG10671	102	29	21	74	14	27	10	51
CG10672	83	1092	150	759	481	137	303	133
CG10674	4	27	6	36	4	4	14	13
CG10680	231	19555	151	18379	4262	154	1849	905
CG10681	1	53	36	1	3	5	21	49
CG10694	11	0	10	0	4	6	2	19
CG10700	13	8	17	1	7	19	0	86
CG10702	110	300	295	670	31	151	80	262
CG10710	565	3	32	2	9	51	86	58
CG10713	318	806	344	489	1168	383	751	1140
CG10721	156	308	10	247	157	51	63	98
CG10725	18	1	7	0	12	21	3	31
CG10730	16	1	15	1	11	32	14	37
CG10731	72	126	18	122	67	15	83	60
CG10734	23	0	4	0	1	7	0	23
CG10737	203	1038	484	741	451	549	454	346
CG10738	582	6	113	72	47	565	6	320
CG1074	10	143	12	94	23	42	26	25
CG10747	80	215	54	198	322	26	293	126
CG10748	5	0	10	1	2	17	0	11
CG10749	14	1	11	1	21	12	1	10
CG10750	7	2	14	1	2	8	1	36
CG10752	8	6	52	0	34	40	2	206
CG10754	475	1328	128	265	546	183	68	150
CG10761	14	3	12	0	3	17	3	51
CG10764	20	3	9	2	12	25	4	23
CG1077	20	0	49	16	5	116	1	21
CG10778	59	179	14	303	218	20	199	22
CG10795	9	182	86	664	225	13	47	689
CG10799	36	9923	109	9382	396	68	315	332
CG10804	530	1962	159	1194	1516	465	913	525
CG10809	22	580	31	237	178	111	240	309
CG10814	20	1135	45	999	4	40	1	87
CG10822	5	0	0	0	1	8	1	2
CG10827	11	0	16	0	20	18	0	100
CG10834	1	0	6	0	4	8	0	1
CG10839	5	1	14	0	2	20	1	31
CG10841	23	1	7	0	19	49	1	56
CG10845	11	0	14	0	5	20	1	86
CG10853	9	1	4	0	2	6	0	22
CG10859	20	0	56	5	4	98	0	53
CG10862	14	0	11	0	1	37	29	70
CG10863	209	3611	263	2644	628	75	404	255
CG10866	15	196	15	83	10	38	241	38
CG10869	21	0	11	0	6	71	1	91
CG10874	112	600	56	583	584	47	145	77
CG10877	13	4	20	1	6	27	3	7
CG10880	14	37	6	193	15	55	68	94
CG10887	26	1	12	0	4	25	3	98
CG10889	76	112	14	20	5	25	75	176
CG10898	85	155	95	101	190	20	64	99
CG10899	5	16	8	2	6	7	2	11
CG1090	263	397	73	503	296	92	326	289
CG10903	1	8	5	3	10	4	10	1
CG10904	54	603	92	277	333	21	73	15
CG10907	31	339	17	87	132	50	143	84
CG10909	4	0	20	0	0	18	2	20
CG10910	13	48	8	0	34	57	42	172
CG10911	191	171	169	110	49	15	5	119
CG10912	258	37	222	77	43	14	5	79
CG10914	230	278	10	53	43	96	0	40
CG10915	344	702	185	813	781	596	422	114
CG10916	93	159	39	266	187	13	55	66
CG10919	5	1	8	29	2	18	1	54
CG1092	107	280	99	390	110	29	18	56
CG10920	4	0	14	1	18	41	2	29
CG10924	49	1018	103	1421	284	137	344	633
CG10927	4	2	8	0	2	11	1	14
CG10931	2	7	19	0	5	31	1	34
CG10932	63	805	58	691	193	54	39	83
CG10933	9	0	4	41	8	7	15	23
CG10934	8	0	21	0	2	31	1	12
CG10936	182	42	342	171	145	308	54	667
CG10939	80	98	46	93	68	166	58	158
CG10943	1	53	7	131	0	9	1	42
CG10947	269	187	290	380	277	548	169	314
CG10948	194	691	265	510	601	467	717	513
CG10949	36	60	18	303	32	17	96	37
CG10950	8	0	27	2	3	156	2	21
CG10953	104	40	89	31	6989	46	4902	112
CG10958	17	148	66	39	45	54	10	43
CG10959	21	28	47	54	18	27	12	110
CG10960	1266	6549	838	5271	4891	1305	4682	1859
CG10969	10	0	15	1	8	39	0	52
CG10970	245	521	238	463	435	65	530	188
CG10973	18	123	19	109	119	36	21	142
CG10979	88	174	16	222	177	219	176	269
CG10984	99	584	45	166	187	238	21	131
CG10993	7	2	23	6	0	3	1	8
CG10996	1	0	3	1	4	11	0	7
CG11000	510	846	505	1229	1270	623	1139	510
CG11007	197	275	85	417	92	8	159	74
CG11018	17	8	8	2	4	15	10	12
CG11023	3	0	4	7	5	18	3	41
CG1103	303	448	37	192	149	20	113	119
CG11030	514	805	344	1743	1651	1783	317	1085
CG11034	12	48	101	19	32	36	3	123
CG11035	41	235	10	204	118	69	59	55
CG11037	6	0	1	2	17	10	0	530
CG11041	1	0	10	0	2	11	0	6
CG11044	53	4	41	4	25	128	34	70
CG1105	11	95	45	53	25	25	40	32
CG11050	308	1252	287	1417	892	308	426	455
CG11052	35	60	121	0	77	82	74	5
CG11068	10	41	22	6	2	6	1	23
CG11069	15	1	16	2	56	28	17	34
CG11070	1397	1865	234	1068	699	78	49	841
CG11073	114	29	123	215	97	91	128	173
CG11076	188	1702	259	1043	679	204	394	233
CG11077	9	21	8	8	3	5	10	0
CG11085	32	4	72	17	38	63	98	748
CG11089	515	11381	656	10045	11899	810	6161	5464
CG1109	17	434	12	198	332	67	312	134
CG11095	26	276	1	250	80	6	26	20
CG11099	25	192	34	121	107	48	71	69
CG11103	74	173	129	658	530	23	47	89
CG11106	2	0	4	0	0	2	0	9
CG11109	0	0	0	0	0	1	0	1
CG11110	6	73	8	35	18	7	37	29
CG11112	1	0	2	0	0	7	0	6
CG11113	30	0	1	0	27	3	0	5
CG11122	233	342	123	335	635	431	285	434
CG11123	37	258	31	137	85	39	104	231
CG11125	92	3	22	8	49	31	185	78
CG11127	23	376	142	406	134	102	150	127
CG1113	35	41	19	31	25	12	29	34
CG11131	28	6	27	8	979	13	575	29
CG11134	88	944	24	607	278	36	185	46
CG11137	92	438	40	527	347	123	101	78
CG11138	1829	9645	1676	10427	7223	2343	4174	2475
CG11141	103	137	143	115	189	301	168	97
CG11145	4	2	2	0	0	4	0	9
CG11147	139	202	203	529	91	28	34	75
CG11149	15	2	14	0	10	66	0	51
CG11151	746	5259	420	3946	952	252	969	627
CG11155	2303	6986	1130	4523	5178	1743	5577	1148
CG11158	5	131	14	193	69	20	28	50
CG11159	5	2	9	1	2	3	1	16
CG1116	46	324	139	499	158	122	122	199
CG11162	7	4	2	2	9	7	0	18
CG11164	66	4	10	6	6	12	0	49
CG11168	41	130	44	45	47	63	80	67
CG11170	27	28	12	91	82	50	53	75
CG11178	51	527	27	154	357	168	85	99
CG11180	16	154	35	124	118	19	70	94
CG11190	257	3242	239	3379	823	213	632	490
CG11191	464	859	399	1129	499	89	562	147
CG11192	0	0	1	0	20	9	59	39
CG11200	56	100	61	213	172	26	137	99
CG11208	43	395	38	123	72	66	12	80
CG11210	86	257	55	247	171	57	79	241
CG11211	3	0	2	0	2	8	1	16
CG11221	233	1941	258	600	488	390	1363	288
CG11226	11	40	16	1	91	10	1	11
CG11227	28	1	11	2	8	13	3	85
CG11236	21	2243	18	2061	397	64	73	150
CG1124	14	15	19	0	24	33	90	159
CG11241	60	224	63	231	327	88	144	285
CG11247	317	839	349	1190	747	242	748	300
CG11248	83	78	25	48	57	32	11	401
CG11249	14	2	14	4	7	38	0	64
CG11251	20	7	12	0	6	27	1	15
CG11257	13	19	14	12	3	13	0	23
CG1126	49	0	7	40	32	12	1	43
CG11261	7	206	15	26	35	38	0	63
CG11262	12	8	25	3	9	36	2	46
CG11263	12	0	9	9	3	11	1	20
CG11267	478	3635	365	2783	1127	699	967	525
CG11275	13	370	73	238	343	23	212	132
CG11279	74	418	40	198	177	105	88	63
CG11284	162	1533	280	1068	413	217	318	233
CG11286	10	0	4	0	0	3	4	4
CG11289	21	1	25	0	1	251	1	9
CG1129	58	319	65	242	128	90	126	99
CG11291	4	0	7	1	1	18	1	17
CG11294	11	17	17	1	16	9	4	27
CG11298	36	0	12	0	1	21	1	12
CG11300	3	0	4	0	79	5	16	1
CG11306	348	744	100	996	203	131	177	136
CG11307	26	95	38	267	87	175	40	86
CG11309	8	387	14	458	46	4	75	40
CG11313	4	0	31	3	6	16	1	22
CG11317	950	4169	1760	2783	6048	1121	1824	1584
CG11318	13	0	45	1	12	35	2	91
CG11319	1183	1691	328	1357	696	668	536	695
CG11321	92	6	113	5	49	176	84	234
CG11322	8	1	20	1	9	26	0	16
CG11327	10	0	51	1	8	14	2	24
CG11333	7	0	4	0	0	18	2	6
CG11334	20	24	16	52	8	21	1	46
CG11340	112	1	41	0	10	36	2	77
CG11342	204	2	15	17	9	25	0	12
CG11345	10	1	3	4	15	13	1	13139
CG11349	14	0	12	2	30	22	2	40
CG11350	10	1	7	1	15	8	18	17
CG11353	37	5	38	8	11	76	2	82
CG11356	0	3	6	0	1	9	0	34
CG11357	596	2225	269	2416	904	489	1153	729
CG1136	41	11	74	18	68	92	100	196
CG11360	533	1661	308	1735	1264	862	1491	1763
CG11362	12	400	9	306	175	23	115	12
CG11367	15	22	52	2	12	26	40	85
CG11368	1	27	3	160	95	10	162	3
CG11369	28	0	17	1	9	45	1	32
CG11370	34	23	25	16	2592	25	1311	44
CG11373	0	0	4	0	1	38	0	2
CG11374	5	0	45	64	12	8	56	70
CG11377	16	302	59	153	16	17	14	33
CG11378	97	194	10	33	105	37	180	143
CG11379	7	0	9	0	10	14	0	27
CG1138	8	0	1	1	4	12	0	36
CG11380	38	2	26	2	5	42	1	92
CG11381	113	0	13	36	2	16	2	53
CG11382	19	0	10	1	12	31	0	34
CG11384	12	0	16	0	10	14	0	43
CG11388	310	365	293	496	513	233	415	237
CG1139	42	0	27	0	14	120	0	31
CG11391	21	0	14	1	9	20	0	30
CG11396	80	218	7	143	91	64	115	86
CG11398	18	67	10	65	31	42	17	112
CG11399	88	246	84	145	426	161	91	397
CG11400	59	3167	67	3437	914	65	441	269
CG11403	16	0	14	0	9	24	65	90
CG11404	8	3	8	1	4	11	4	9
CG11406	53	2	74	27	11	48	1	84
CG11407	248	2050	309	781	55	27	48	55
CG11409	155	8	51	4	46	115	10	345
CG11412	178	953	102	589	322	444	312	167
CG11413	0	23	0	57	0	2	18	20
CG11414	154	760	134	225	515	180	312	178
CG11417	47	141	14	80	161	42	29	84
CG1142	28	321	37	120	172	66	130	56
CG11425	32	920	185	967	296	81	428	965
CG11426	135	605	35	506	8	27	3	239
